tick,simTime_s,altitude_km,terrainAltitude_km,speed_mps,mode,factoryProduced,rebases,soiSwitches,distToCinder_km
12120,202.0000,0.9975,1.2877,101.4375,0,2424,67,1,200.9975
12130,202.1667,0.9806,1.2708,101.7065,0,2426,67,1,200.9806
12140,202.3333,0.9636,1.2538,101.9756,0,2428,67,1,200.9636
12150,202.5000,0.9466,1.2368,102.2447,0,2430,67,1,200.9466
12160,202.6667,0.9295,1.2197,102.5138,0,2432,67,1,200.9295
12170,202.8333,0.9124,1.2026,102.7830,0,2434,67,1,200.9124
12180,203.0000,0.8952,1.1854,103.0522,0,2436,67,1,200.8952
12190,203.1667,0.8780,1.1682,103.3215,0,2438,67,1,200.8780
12200,203.3333,0.8608,1.1510,103.5908,0,2440,67,1,200.8608
12210,203.5000,0.8435,1.1337,103.8602,0,2442,67,1,200.8435
12220,203.6667,0.8262,1.1164,104.1296,0,2444,67,1,200.8262
12230,203.8333,0.8088,1.0990,104.3991,0,2446,67,1,200.8088
12240,204.0000,0.7914,1.0816,104.6686,0,2448,67,1,200.7914
12250,204.1667,0.7739,1.0641,104.9381,0,2450,67,1,200.7739
12260,204.3333,0.7564,1.0466,105.2077,0,2452,67,1,200.7564
12270,204.5000,0.7388,1.0290,105.4774,0,2454,67,1,200.7388
12280,204.6667,0.7212,1.0114,105.7471,0,2456,67,1,200.7212
12290,204.8333,0.7036,0.9938,106.0168,0,2458,67,1,200.7036
12300,205.0000,0.6859,0.9761,106.2866,0,2460,67,1,200.6859
12310,205.1667,0.6682,0.9584,106.5564,0,2462,67,1,200.6682
12320,205.3333,0.6504,0.9406,106.8263,0,2464,67,1,200.6504
12330,205.5000,0.6326,0.9228,107.0962,0,2466,67,1,200.6326
12340,205.6667,0.6147,0.9049,107.3662,0,2468,67,1,200.6147
12350,205.8333,0.5968,0.8870,107.6363,0,2470,67,1,200.5968
12360,206.0000,0.5788,0.8690,107.9063,0,2472,67,1,200.5788
12370,206.1667,0.5608,0.8510,108.1765,0,2474,67,1,200.5608
12380,206.3333,0.5427,0.8329,108.4466,0,2476,67,1,200.5427
12390,206.5000,0.5246,0.8148,108.7168,0,2478,67,1,200.5246
12400,206.6667,0.5065,0.7967,108.9871,0,2480,67,1,200.5065
12410,206.8333,0.4883,0.7785,109.2574,0,2482,67,1,200.4883
12420,207.0000,0.4701,0.7603,109.5278,0,2484,67,1,200.4701
12430,207.1667,0.4518,0.7420,109.7982,0,2486,67,1,200.4518
12440,207.3333,0.4335,0.7237,110.0687,0,2488,67,1,200.4335
12450,207.5000,0.4151,0.7053,110.3392,0,2490,67,1,200.4151
12460,207.6667,0.3967,0.6869,110.6098,0,2492,67,1,200.3967
12470,207.8333,0.3782,0.6684,110.8804,0,2494,67,1,200.3782
12480,208.0000,0.3597,0.6499,111.1511,0,2496,67,1,200.3597
12490,208.1667,0.3412,0.6314,111.4218,0,2498,67,1,200.3412
12500,208.3333,0.3226,0.6128,111.6926,0,2500,67,1,200.3226
12510,208.5000,0.3040,0.5942,111.9634,0,2502,67,1,200.3040
12520,208.6667,0.2853,0.5755,112.2342,0,2504,67,1,200.2853
12530,208.8333,0.2666,0.5568,112.5052,0,2506,67,1,200.2666
12540,209.0000,0.2478,0.5380,112.7761,0,2508,67,1,200.2478
12550,209.1667,0.2290,0.5192,113.0471,0,2510,67,1,200.2290
12560,209.3333,0.2101,0.5003,113.3182,0,2512,67,1,200.2101
12570,209.5000,0.1912,0.4814,113.5893,0,2514,67,1,200.1912
12580,209.6667,0.1722,0.4624,113.8605,0,2516,67,1,200.1722
12590,209.8333,0.1532,0.4434,114.1317,0,2518,67,1,200.1532
12600,210.0000,0.1342,0.4244,114.4030,0,2520,67,1,200.1342
12610,210.1667,0.1151,0.4053,114.6743,0,2522,67,1,200.1151
12620,210.3333,0.0960,0.3862,114.9457,0,2524,67,1,200.0960
12630,210.5000,0.0768,0.3670,115.2172,0,2526,67,1,200.0768
12640,210.6667,0.0576,0.3478,115.4886,0,2528,67,1,200.0576
12650,210.8333,0.0383,0.3285,115.7602,0,2530,67,1,200.0383
12660,211.0000,0.0190,0.3092,116.0318,0,2532,67,1,200.0190
12670,211.1667,-0.0004,0.2898,116.3034,0,2534,67,1,199.9996
12680,211.3333,-0.0198,0.2704,116.5751,0,2536,67,1,199.9802
12690,211.5000,-0.0392,0.2510,116.8468,0,2538,67,1,199.9608
12700,211.6667,-0.0587,0.2315,117.1186,0,2540,67,1,199.9413
12710,211.8333,-0.0783,0.2119,117.3905,0,2542,67,1,199.9217
12720,212.0000,-0.0979,0.1923,117.6624,0,2544,67,1,199.9021
12730,212.1667,-0.1175,0.1727,117.9344,0,2546,67,1,199.8825
12740,212.3333,-0.1372,0.1530,118.2064,0,2548,67,1,199.8628
12750,212.5000,-0.1569,0.1333,118.4784,0,2550,67,1,199.8431
12760,212.6667,-0.1767,0.1135,118.7506,0,2552,67,1,199.8233
12770,212.8333,-0.1965,0.0937,119.0227,0,2554,67,1,199.8035
12780,213.0000,-0.2163,0.0738,119.2950,0,2556,67,1,199.7837
12790,213.1667,-0.2363,0.0539,119.5672,0,2558,67,1,199.7637
12800,213.3333,-0.2562,0.0340,119.8396,0,2560,67,1,199.7438
12810,213.5000,-0.2762,0.0140,120.1120,0,2562,67,1,199.7238
