tick,simTime_s,altitude_km,terrainAltitude_km,speed_mps,mode,factoryProduced,rebases,soiSwitches,distToCinder_km
8610,143.5000,64.2427,64.2427,2305.8038,1,1722,46,0,11430.1796
8620,143.6667,64.2427,64.2427,2305.8038,1,1724,46,0,11430.3118
8630,143.8333,64.2427,64.2427,2305.8038,1,1726,47,0,11430.4441
8640,144.0000,64.2427,64.2427,2305.8038,1,1728,47,0,11430.5767
8650,144.1667,64.2427,64.2427,2305.8038,1,1730,47,0,11430.7094
8660,144.3333,64.2427,64.2427,2305.8038,1,1732,47,0,11430.8424
8670,144.5000,64.2427,64.2427,2305.8038,1,1734,47,0,11430.9755
8680,144.6667,64.2427,64.2427,2305.8038,1,1736,47,0,11431.1089
8690,144.8333,64.2427,64.2427,2305.8038,1,1738,47,0,11431.2425
8700,145.0000,64.2427,64.2427,2305.8038,1,1740,47,0,11431.3762
8710,145.1667,64.2427,64.2427,2305.8038,1,1742,47,0,11431.5102
8720,145.3333,64.2427,64.2427,2305.8038,1,1744,47,0,11431.6443
8730,145.5000,64.2427,64.2427,2305.8038,1,1746,48,0,11431.7787
8740,145.6667,64.2427,64.2427,2305.8038,1,1748,48,0,11431.9132
8750,145.8333,64.2427,64.2427,2305.8038,1,1750,48,0,11432.0480
8760,146.0000,64.2427,64.2427,2305.8038,1,1752,48,0,11432.1829
8770,146.1667,64.2427,64.2427,2305.8038,1,1754,48,0,11432.3181
8780,146.3333,64.2427,64.2427,2305.8038,1,1756,48,0,11432.4534
8790,146.5000,64.2427,64.2427,2305.8038,1,1758,48,0,11432.5890
8800,146.6667,64.2427,64.2427,2305.8038,1,1760,48,0,11432.7247
8810,146.8333,64.2427,64.2427,2305.8038,1,1762,48,0,11432.8607
8820,147.0000,64.2427,64.2427,2305.8038,1,1764,48,0,11432.9969
8830,147.1667,64.2427,64.2427,2305.8038,1,1766,48,0,11433.1332
8840,147.3333,64.2427,64.2427,2305.8038,1,1768,49,0,11433.2698
8850,147.5000,64.2427,64.2427,2305.8038,1,1770,49,0,11433.4065
8860,147.6667,64.2427,64.2427,2305.8038,1,1772,49,0,11433.5434
8870,147.8333,64.2427,64.2427,2305.8038,1,1774,49,0,11433.6806
8880,148.0000,64.2427,64.2427,2305.8038,1,1776,49,0,11433.8179
8890,148.1667,64.2427,64.2427,2305.8038,1,1778,49,0,11433.9555
8900,148.3333,64.2427,64.2427,2305.8038,1,1780,49,0,11434.0932
8910,148.5000,64.2427,64.2427,2305.8038,1,1782,49,0,11434.2312
8920,148.6667,64.2427,64.2427,2305.8038,1,1784,49,0,11434.3693
8930,148.8333,64.2427,64.2427,2305.8038,1,1786,49,0,11434.5077
8940,149.0000,64.2427,64.2427,2305.8038,1,1788,50,0,11434.6462
8950,149.1667,64.2427,64.2427,2305.8038,1,1790,50,0,11434.7849
8960,149.3333,64.2427,64.2427,2305.8038,1,1792,50,0,11434.9239
8970,149.5000,64.2427,64.2427,2305.8038,1,1794,50,0,11435.0630
8980,149.6667,64.2427,64.2427,2305.8038,1,1796,50,0,11435.2023
8990,149.8333,64.2427,64.2427,2305.8038,1,1798,50,0,11435.3419
9000,150.0000,64.2427,64.2427,2305.8038,1,1800,50,0,11435.4816
9010,150.1667,64.2427,64.2427,2305.8038,1,1802,50,0,11435.6215
9020,150.3333,64.2427,64.2427,2305.8038,1,1804,50,0,11435.7617
9030,150.5000,64.2427,64.2427,2305.8038,1,1806,50,0,11435.9020
9040,150.6667,64.2427,64.2427,2305.8038,1,1808,50,0,11436.0425
9050,150.8333,64.2427,64.2427,2305.8038,1,1810,51,0,11436.1832
9060,151.0000,64.2427,64.2427,2305.8038,1,1812,51,0,11436.3242
9070,151.1667,64.2427,64.2427,2305.8038,1,1814,51,0,11436.4653
9080,151.3333,64.2427,64.2427,2305.8038,1,1816,51,0,11436.6066
9090,151.5000,64.2427,64.2427,2305.8038,1,1818,51,0,11436.7481
9100,151.6667,64.2427,64.2427,2305.8038,1,1820,51,0,11436.8898
9110,151.8333,64.2427,64.2427,2305.8038,1,1822,51,0,11437.0317
9120,152.0000,64.2427,64.2427,2305.8038,1,1824,51,0,11437.1738
9130,152.1667,64.2427,64.2427,2305.8038,1,1826,51,0,11437.3161
9140,152.3333,64.2427,64.2427,2305.8038,1,1828,51,0,11437.4586
9150,152.5000,64.2427,64.2427,2305.8038,1,1830,52,0,11437.6013
9160,152.6667,64.2427,64.2427,2305.8038,1,1832,52,0,11437.7442
9170,152.8333,64.2427,64.2427,2305.8038,1,1834,52,0,11437.8873
9180,153.0000,64.2427,64.2427,2305.8038,1,1836,52,0,11438.0306
9190,153.1667,64.2427,64.2427,2305.8038,1,1838,52,0,11438.1741
9200,153.3333,64.2427,64.2427,2305.8038,1,1840,52,0,11438.3178
9210,153.5000,64.2427,64.2427,2305.8038,1,1842,52,0,11438.4617
9220,153.6667,64.2427,64.2427,2305.8038,1,1844,52,0,11438.6058
9230,153.8333,64.2427,64.2427,2305.8038,1,1846,52,0,11438.7501
9240,154.0000,64.2427,64.2427,2305.8038,1,1848,52,0,11438.8945
9250,154.1667,64.2427,64.2427,2305.8038,1,1850,52,0,11439.0392
9260,154.3333,64.2427,64.2427,2305.8038,1,1852,53,0,11439.1841
9270,154.5000,64.2427,64.2427,2305.8038,1,1854,53,0,11439.3291
9280,154.6667,64.2427,64.2427,2305.8038,1,1856,53,0,11439.4744
9290,154.8333,64.2427,64.2427,2305.8038,1,1858,53,0,11439.6199
9300,155.0000,64.2427,64.2427,2305.8038,1,1860,53,0,11439.7655
9310,155.1667,64.2427,64.2427,2305.8038,1,1862,53,0,11439.9114
9320,155.3333,64.2427,64.2427,2305.8038,1,1864,53,0,11440.0574
9330,155.5000,64.2427,64.2427,2305.8038,1,1866,53,0,11440.2037
9340,155.6667,64.2427,64.2427,2305.8038,1,1868,53,0,11440.3501
9350,155.8333,64.2427,64.2427,2305.8038,1,1870,53,0,11440.4968
9360,156.0000,64.2427,64.2427,2305.8038,1,1872,54,0,11440.6436
9370,156.1667,64.2427,64.2427,2305.8038,1,1874,54,0,11440.7906
9380,156.3333,64.2427,64.2427,2305.8038,1,1876,54,0,11440.9379
9390,156.5000,64.2427,64.2427,2305.8038,1,1878,54,0,11441.0853
9400,156.6667,64.2427,64.2427,2305.8038,1,1880,54,0,11441.2329
9410,156.8333,9192.9498,9192.9498,1507.8407,0,1882,55,0,2447.9106
9420,157.0000,9193.1729,9193.1729,1507.8352,0,1884,55,0,2447.6593
9430,157.1667,9193.3960,9193.3960,1507.8298,0,1886,55,0,2447.4080
9440,157.3333,9193.6192,9193.6192,1507.8244,0,1888,55,0,2447.1568
9450,157.5000,9193.8423,9193.8423,1507.8189,0,1890,55,0,2446.9055
9460,157.6667,9194.0654,9194.0654,1507.8135,0,1892,55,0,2446.6543
9470,157.8333,9194.2885,9194.2885,1507.8080,0,1894,55,0,2446.4030
9480,158.0000,9194.5116,9194.5116,1507.8026,0,1896,55,0,2446.1518
9490,158.1667,9194.7347,9194.7347,1507.7971,0,1898,55,0,2445.9006
9500,158.3333,9194.9579,9194.9579,1507.7917,0,1900,55,0,2445.6493
9510,158.5000,9195.1810,9195.1810,1507.7862,0,1902,55,0,2445.3981
9520,158.6667,9195.4041,9195.4041,1507.7808,0,1904,55,0,2445.1468
9530,158.8333,9195.6272,9195.6272,1507.7753,0,1906,55,0,2444.8956
9540,159.0000,9195.8503,9195.8503,1507.7699,0,1908,55,0,2444.6443
9550,159.1667,9196.0734,9196.0734,1507.7644,0,1910,55,0,2444.3931
9560,159.3333,9196.2966,9196.2966,1507.7590,0,1912,55,0,2444.1418
9570,159.5000,9196.5197,9196.5197,1507.7535,0,1914,56,0,2443.8906
9580,159.6667,9196.7428,9196.7428,1507.7481,0,1916,56,0,2443.6394
9590,159.8333,9196.9659,9196.9659,1507.7427,0,1918,56,0,2443.3881
9600,160.0000,9197.1890,9197.1890,1507.7372,0,1920,56,0,2443.1369
9610,160.1667,9197.4122,9197.4122,1507.7318,0,1922,56,0,2442.8857
9620,160.3333,9197.6353,9197.6353,1507.7263,0,1924,56,0,2442.6344
9630,160.5000,9197.8584,9197.8584,1507.7209,0,1926,56,0,2442.3832
9640,160.6667,9198.0815,9198.0815,1507.7154,0,1928,56,0,2442.1319
9650,160.8333,9198.3046,9198.3046,1507.7100,0,1930,56,0,2441.8807
9660,161.0000,9198.5278,9198.5278,1507.7045,0,1932,56,0,2441.6295
9670,161.1667,9198.7509,9198.7509,1507.6991,0,1934,56,0,2441.3783
9680,161.3333,9198.9740,9198.9740,1507.6937,0,1936,56,0,2441.1270
9690,161.5000,9199.1971,9199.1971,1507.6882,0,1938,56,0,2440.8758
9700,161.6667,9199.4203,9199.4203,1507.6828,0,1940,56,0,2440.6246
9710,161.8333,9199.6434,9199.6434,1507.6773,0,1942,56,0,2440.3733
9720,162.0000,9199.8665,9199.8665,1507.6719,0,1944,56,0,2440.1221
9730,162.1667,9200.0896,9200.0896,1507.6664,0,1946,57,0,2439.8709
9740,162.3333,9200.3127,9200.3127,1507.6610,0,1948,57,0,2439.6197
9750,162.5000,9200.5359,9200.5359,1507.6556,0,1950,57,0,2439.3684
9760,162.6667,9200.7590,9200.7590,1507.6501,0,1952,57,0,2439.1172
9770,162.8333,9200.9821,9200.9821,1507.6447,0,1954,57,0,2438.8660
9780,163.0000,9201.2053,9201.2053,1507.6392,0,1956,57,0,2438.6148
9790,163.1667,9201.4284,9201.4284,1507.6338,0,1958,57,0,2438.3635
9800,163.3333,9201.6515,9201.6515,1507.6284,0,1960,57,0,2438.1123
9810,163.5000,9201.8746,9201.8746,1507.6229,0,1962,57,0,2437.8611
9820,163.6667,9202.0978,9202.0978,1507.6175,0,1964,57,0,2437.6099
9830,163.8333,9202.3209,9202.3209,1507.6120,0,1966,57,0,2437.3587
9840,164.0000,9202.5440,9202.5440,1507.6066,0,1968,57,0,2437.1075
9850,164.1667,9202.7671,9202.7671,1507.6012,0,1970,57,0,2436.8562
9860,164.3333,9202.9903,9202.9903,1507.5957,0,1972,57,0,2436.6050
9870,164.5000,9203.2134,9203.2134,1507.5903,0,1974,57,0,2436.3538
9880,164.6667,9203.4365,9203.4365,1507.5848,0,1976,57,0,2436.1026
9890,164.8333,9203.6597,9203.6597,1507.5794,0,1978,58,0,2435.8514
9900,165.0000,9203.8828,9203.8828,1507.5740,0,1980,58,0,2435.6002
9910,165.1667,9204.1059,9204.1059,1507.5685,0,1982,58,0,2435.3490
9920,165.3333,9204.3291,9204.3291,1507.5631,0,1984,58,0,2435.0978
9930,165.5000,9204.5522,9204.5522,1507.5576,0,1986,58,0,2434.8466
9940,165.6667,9204.7753,9204.7753,1507.5522,0,1988,58,0,2434.5954
9950,165.8333,9204.9984,9204.9984,1507.5468,0,1990,58,0,2434.3441
9960,166.0000,9205.2216,9205.2216,1507.5413,0,1992,58,0,2434.0929
9970,166.1667,9205.4447,9205.4447,1507.5359,0,1994,58,0,2433.8417
9980,166.3333,9205.6678,9205.6678,1507.5305,0,1996,58,0,2433.5905
9990,166.5000,9205.8910,9205.8910,1507.5250,0,1998,58,0,2433.3393
10000,166.6667,9206.1141,9206.1141,1507.5196,0,2000,58,0,2433.0881
10010,166.8333,9206.3372,9206.3372,1507.5142,0,2002,58,0,2432.8369
10020,167.0000,9206.5604,9206.5604,1507.5087,0,2004,58,0,2432.5857
10030,167.1667,9206.7835,9206.7835,1507.5033,0,2006,58,0,2432.3345
10040,167.3333,9207.0066,9207.0066,1507.4978,0,2008,58,0,2432.0833
10050,167.5000,9207.2298,9207.2298,1507.4924,0,2010,59,0,2431.8321
10060,167.6667,9207.4529,9207.4529,1507.4870,0,2012,59,0,2431.5809
10070,167.8333,9207.6761,9207.6761,1507.4815,0,2014,59,0,2431.3298
10080,168.0000,9207.8992,9207.8992,1507.4761,0,2016,59,0,2431.0786
10090,168.1667,9208.1223,9208.1223,1507.4707,0,2018,59,0,2430.8274
10100,168.3333,9208.3455,9208.3455,1507.4652,0,2020,59,0,2430.5762
10110,168.5000,9208.5686,9208.5686,1507.4598,0,2022,59,0,2430.3250
10120,168.6667,9208.7917,9208.7917,1507.4544,0,2024,59,0,2430.0738
10130,168.8333,9209.0149,9209.0149,1507.4489,0,2026,59,0,2429.8226
10140,169.0000,9209.2380,9209.2380,1507.4435,0,2028,59,0,2429.5714
10150,169.1667,9209.4612,9209.4612,1507.4381,0,2030,59,0,2429.3202
10160,169.3333,9209.6843,9209.6843,1507.4326,0,2032,59,0,2429.0690
10170,169.5000,9209.9074,9209.9074,1507.4272,0,2034,59,0,2428.8179
10180,169.6667,9210.1306,9210.1306,1507.4218,0,2036,59,0,2428.5667
10190,169.8333,9210.3537,9210.3537,1507.4163,0,2038,59,0,2428.3155
10200,170.0000,9210.5769,9210.5769,1507.4109,0,2040,59,0,2428.0643
10210,170.1667,9210.8000,9210.8000,1507.4055,0,2042,60,0,2427.8131
10220,170.3333,9211.0231,9211.0231,1507.4001,0,2044,60,0,2427.5619
10230,170.5000,9211.2463,9211.2463,1507.3946,0,2046,60,0,2427.3108
10240,170.6667,9211.4694,9211.4694,1507.3892,0,2048,60,0,2427.0596
10250,170.8333,9211.6926,9211.6926,1507.3838,0,2050,60,0,2426.8084
10260,171.0000,9211.9157,9211.9157,1507.3783,0,2052,60,0,2426.5572
10270,171.1667,9212.1388,9212.1388,1507.3729,0,2054,60,0,2426.3060
10280,171.3333,9212.3620,9212.3620,1507.3675,0,2056,60,0,2426.0549
10290,171.5000,9212.5851,9212.5851,1507.3620,0,2058,60,0,2425.8037
10300,171.6667,9212.8083,9212.8083,1507.3566,0,2060,60,0,2425.5525
10310,171.8333,9213.0314,9213.0314,1507.3512,0,2062,60,0,2425.3013
10320,172.0000,9213.2546,9213.2546,1507.3458,0,2064,60,0,2425.0502
10330,172.1667,9213.4777,9213.4777,1507.3403,0,2066,60,0,2424.7990
10340,172.3333,9213.7009,9213.7009,1507.3349,0,2068,60,0,2424.5478
10350,172.5000,9213.9240,9213.9240,1507.3295,0,2070,60,0,2424.2967
10360,172.6667,9214.1471,9214.1471,1507.3240,0,2072,60,0,2424.0455
10370,172.8333,9214.3703,9214.3703,1507.3186,0,2074,61,0,2423.7943
10380,173.0000,9214.5934,9214.5934,1507.3132,0,2076,61,0,2423.5432
10390,173.1667,9214.8166,9214.8166,1507.3078,0,2078,61,0,2423.2920
10400,173.3333,9215.0397,9215.0397,1507.3023,0,2080,61,0,2423.0408
10410,173.5000,9215.2629,9215.2629,1507.2969,0,2082,61,0,2422.7897
10420,173.6667,9215.4860,9215.4860,1507.2915,0,2084,61,0,2422.5385
10430,173.8333,9215.7092,9215.7092,1507.2860,0,2086,61,0,2422.2873
10440,174.0000,9215.9323,9215.9323,1507.2806,0,2088,61,0,2422.0362
10450,174.1667,9216.1555,9216.1555,1507.2752,0,2090,61,0,2421.7850
10460,174.3333,9216.3786,9216.3786,1507.2698,0,2092,61,0,2421.5339
10470,174.5000,9216.6018,9216.6018,1507.2643,0,2094,61,0,2421.2827
10480,174.6667,9216.8249,9216.8249,1507.2589,0,2096,61,0,2421.0315
10490,174.8333,9217.0481,9217.0481,1507.2535,0,2098,61,0,2420.7804
10500,175.0000,9217.2712,9217.2712,1507.2481,0,2100,61,0,2420.5292
10510,175.1667,9217.4944,9217.4944,1507.2426,0,2102,61,0,2420.2781
10520,175.3333,9217.7175,9217.7175,1507.2372,0,2104,61,0,2420.0269
10530,175.5000,9217.9407,9217.9407,1507.2318,0,2106,62,0,2419.7758
10540,175.6667,9218.1638,9218.1638,1507.2264,0,2108,62,0,2419.5246
10550,175.8333,9218.3870,9218.3870,1507.2209,0,2110,62,0,2419.2735
10560,176.0000,9218.6101,9218.6101,1507.2155,0,2112,62,0,2419.0223
10570,176.1667,9218.8333,9218.8333,1507.2101,0,2114,62,0,2418.7712
10580,176.3333,9219.0564,9219.0564,1507.2047,0,2116,62,0,2418.5200
10590,176.5000,9219.2796,9219.2796,1507.1992,0,2118,62,0,2418.2689
10600,176.6667,9219.5027,9219.5027,1507.1938,0,2120,62,0,2418.0177
10610,176.8333,9219.7259,9219.7259,1507.1884,0,2122,62,0,2417.7666
10620,177.0000,9219.9491,9219.9491,1507.1830,0,2124,62,0,2417.5154
10630,177.1667,9220.1722,9220.1722,1507.1776,0,2126,62,0,2417.2643
10640,177.3333,9220.3954,9220.3954,1507.1721,0,2128,62,0,2417.0131
10650,177.5000,9220.6185,9220.6185,1507.1667,0,2130,62,0,2416.7620
10660,177.6667,9220.8417,9220.8417,1507.1613,0,2132,62,0,2416.5109
10670,177.8333,9221.0648,9221.0648,1507.1559,0,2134,62,0,2416.2597
10680,178.0000,9221.2880,9221.2880,1507.1504,0,2136,62,0,2416.0086
10690,178.1667,9221.5111,9221.5111,1507.1450,0,2138,63,0,2415.7574
10700,178.3333,9221.7343,9221.7343,1507.1396,0,2140,63,0,2415.5063
10710,178.5000,9221.9575,9221.9575,1507.1342,0,2142,63,0,2415.2552
10720,178.6667,9222.1806,9222.1806,1507.1288,0,2144,63,0,2415.0040
10730,178.8333,9222.4038,9222.4038,1507.1233,0,2146,63,0,2414.7529
10740,179.0000,9222.6269,9222.6269,1507.1179,0,2148,63,0,2414.5018
10750,179.1667,9222.8501,9222.8501,1507.1125,0,2150,63,0,2414.2506
10760,179.3333,9223.0732,9223.0732,1507.1071,0,2152,63,0,2413.9995
10770,179.5000,9223.2964,9223.2964,1507.1017,0,2154,63,0,2413.7484
10780,179.6667,9223.5196,9223.5196,1507.0962,0,2156,63,0,2413.4972
10790,179.8333,9223.7427,9223.7427,1507.0908,0,2158,63,0,2413.2461
10800,180.0000,9223.9659,9223.9659,1507.0854,0,2160,63,0,2412.9950
10810,180.1667,9224.1891,9224.1891,1507.0800,0,2162,63,0,2412.7439
10820,180.3333,9224.4122,9224.4122,1507.0746,0,2164,63,0,2412.4927
10830,180.5000,9224.6354,9224.6354,1507.0692,0,2166,63,0,2412.2416
10840,180.6667,9224.8585,9224.8585,1507.0637,0,2168,63,0,2411.9905
10850,180.8333,9225.0817,9225.0817,1507.0583,0,2170,64,0,2411.7393
10860,181.0000,9225.3049,9225.3049,1507.0529,0,2172,64,0,2411.4882
10870,181.1667,9225.5280,9225.5280,1507.0475,0,2174,64,0,2411.2371
10880,181.3333,9225.7512,9225.7512,1507.0421,0,2176,64,0,2410.9860
10890,181.5000,9225.9744,9225.9744,1507.0367,0,2178,64,0,2410.7349
10900,181.6667,9226.1975,9226.1975,1507.0312,0,2180,64,0,2410.4837
10910,181.8333,9226.4207,9226.4207,1507.0258,0,2182,64,0,2410.2326
10920,182.0000,9226.6438,9226.6438,1507.0204,0,2184,64,0,2409.9815
10930,182.1667,9226.8670,9226.8670,1507.0150,0,2186,64,0,2409.7304
10940,182.3333,9227.0902,9227.0902,1507.0096,0,2188,64,0,2409.4793
10950,182.5000,9227.3133,9227.3133,1507.0042,0,2190,64,0,2409.2282
10960,182.6667,9227.5365,9227.5365,1506.9987,0,2192,64,0,2408.9770
10970,182.8333,9227.7597,9227.7597,1506.9933,0,2194,64,0,2408.7259
10980,183.0000,9227.9828,9227.9828,1506.9879,0,2196,64,0,2408.4748
10990,183.1667,9228.2060,9228.2060,1506.9825,0,2198,64,0,2408.2237
11000,183.3333,9228.4292,9228.4292,1506.9771,0,2200,64,0,2407.9726
11010,183.5000,9228.6523,9228.6523,1506.9717,0,2202,65,0,2407.7215
11020,183.6667,9228.8755,9228.8755,1506.9663,0,2204,65,0,2407.4704
11030,183.8333,9229.0987,9229.0987,1506.9608,0,2206,65,0,2407.2193
11040,184.0000,9229.3218,9229.3218,1506.9554,0,2208,65,0,2406.9682
11050,184.1667,9229.5450,9229.5450,1506.9500,0,2210,65,0,2406.7171
11060,184.3333,9229.7682,9229.7682,1506.9446,0,2212,65,0,2406.4660
11070,184.5000,9229.9914,9229.9914,1506.9392,0,2214,65,0,2406.2148
11080,184.6667,9230.2145,9230.2145,1506.9338,0,2216,65,0,2405.9637
11090,184.8333,9230.4377,9230.4377,1506.9284,0,2218,65,0,2405.7126
11100,185.0000,9230.6609,9230.6609,1506.9230,0,2220,65,0,2405.4615
11110,185.1667,9230.8840,9230.8840,1506.9175,0,2222,65,0,2405.2104
11120,185.3333,9231.1072,9231.1072,1506.9121,0,2224,65,0,2404.9593
11130,185.5000,9231.3304,9231.3304,1506.9067,0,2226,65,0,2404.7082
11140,185.6667,9231.5536,9231.5536,1506.9013,0,2228,65,0,2404.4571
11150,185.8333,9231.7767,9231.7767,1506.8959,0,2230,65,0,2404.2060
11160,186.0000,9231.9999,9231.9999,1506.8905,0,2232,65,0,2403.9549
11170,186.1667,9232.2231,9232.2231,1506.8851,0,2234,66,0,2403.7039
11180,186.3333,9232.4462,9232.4462,1506.8797,0,2236,66,0,2403.4528
11190,186.5000,9232.6694,9232.6694,1506.8743,0,2238,66,0,2403.2017
11200,186.6667,9232.8926,9232.8926,1506.8688,0,2240,66,0,2402.9506
11210,186.8333,9233.1158,9233.1158,1506.8634,0,2242,66,0,2402.6995
11220,187.0000,9233.3389,9233.3389,1506.8580,0,2244,66,0,2402.4484
11230,187.1667,9233.5621,9233.5621,1506.8526,0,2246,66,0,2402.1973
11240,187.3333,9233.7853,9233.7853,1506.8472,0,2248,66,0,2401.9462
11250,187.5000,9234.0085,9234.0085,1506.8418,0,2250,66,0,2401.6951
11260,187.6667,9234.2316,9234.2316,1506.8364,0,2252,66,0,2401.4440
11270,187.8333,9234.4548,9234.4548,1506.8310,0,2254,66,0,2401.1930
11280,188.0000,9234.6780,9234.6780,1506.8256,0,2256,66,0,2400.9419
11290,188.1667,9234.9012,9234.9012,1506.8202,0,2258,66,0,2400.6908
11300,188.3333,9235.1243,9235.1243,1506.8148,0,2260,66,0,2400.4397
11310,188.5000,9235.3475,9235.3475,1506.8094,0,2262,66,0,2400.1886
11320,188.6667,2.2071,2.4973,80.0532,0,2264,67,1,202.2071
11330,188.8333,2.1938,2.4840,80.3189,0,2266,67,1,202.1938
11340,189.0000,2.1804,2.4706,80.5848,0,2268,67,1,202.1804
11350,189.1667,2.1669,2.4571,80.8506,0,2270,67,1,202.1669
11360,189.3333,2.1534,2.4436,81.1165,0,2272,67,1,202.1534
11370,189.5000,2.1399,2.4301,81.3824,0,2274,67,1,202.1399
11380,189.6667,2.1263,2.4165,81.6484,0,2276,67,1,202.1263
11390,189.8333,2.1127,2.4029,81.9144,0,2278,67,1,202.1127
11400,190.0000,2.0990,2.3892,82.1804,0,2280,67,1,202.0990
11410,190.1667,2.0853,2.3755,82.4465,0,2282,67,1,202.0853
11420,190.3333,2.0715,2.3617,82.7126,0,2284,67,1,202.0715
11430,190.5000,2.0577,2.3479,82.9788,0,2286,67,1,202.0577
11440,190.6667,2.0438,2.3340,83.2449,0,2288,67,1,202.0438
11450,190.8333,2.0299,2.3201,83.5112,0,2290,67,1,202.0299
11460,191.0000,2.0160,2.3062,83.7774,0,2292,67,1,202.0160
11470,191.1667,2.0020,2.2922,84.0437,0,2294,67,1,202.0020
11480,191.3333,1.9880,2.2782,84.3100,0,2296,67,1,201.9880
11490,191.5000,1.9739,2.2641,84.5764,0,2298,67,1,201.9739
11500,191.6667,1.9598,2.2500,84.8428,0,2300,67,1,201.9598
11510,191.8333,1.9456,2.2358,85.1092,0,2302,67,1,201.9456
11520,192.0000,1.9314,2.2216,85.3757,0,2304,67,1,201.9314
11530,192.1667,1.9172,2.2074,85.6422,0,2306,67,1,201.9172
11540,192.3333,1.9029,2.1931,85.9088,0,2308,67,1,201.9029
11550,192.5000,1.8885,2.1787,86.1754,0,2310,67,1,201.8885
11560,192.6667,1.8742,2.1643,86.4420,0,2312,67,1,201.8742
11570,192.8333,1.8597,2.1499,86.7086,0,2314,67,1,201.8597
11580,193.0000,1.8452,2.1354,86.9753,0,2316,67,1,201.8452
11590,193.1667,1.8307,2.1209,87.2421,0,2318,67,1,201.8307
11600,193.3333,1.8162,2.1064,87.5089,0,2320,67,1,201.8162
11610,193.5000,1.8016,2.0918,87.7757,0,2322,67,1,201.8016
11620,193.6667,1.7869,2.0771,88.0425,0,2324,67,1,201.7869
11630,193.8333,1.7722,2.0624,88.3094,0,2326,67,1,201.7722
11640,194.0000,1.7575,2.0477,88.5764,0,2328,67,1,201.7575
11650,194.1667,1.7427,2.0329,88.8434,0,2330,67,1,201.7427
11660,194.3333,1.7279,2.0181,89.1104,0,2332,67,1,201.7279
11670,194.5000,1.7130,2.0032,89.3774,0,2334,67,1,201.7130
11680,194.6667,1.6981,1.9883,89.6445,0,2336,67,1,201.6981
11690,194.8333,1.6831,1.9733,89.9116,0,2338,67,1,201.6831
11700,195.0000,1.6681,1.9583,90.1788,0,2340,67,1,201.6681
11710,195.1667,1.6530,1.9432,90.4460,0,2342,67,1,201.6530
11720,195.3333,1.6379,1.9281,90.7133,0,2344,67,1,201.6379
11730,195.5000,1.6228,1.9130,90.9806,0,2346,67,1,201.6228
11740,195.6667,1.6076,1.8978,91.2479,0,2348,67,1,201.6076
11750,195.8333,1.5924,1.8826,91.5153,0,2350,67,1,201.5924
11760,196.0000,1.5771,1.8673,91.7827,0,2352,67,1,201.5771
11770,196.1667,1.5618,1.8520,92.0501,0,2354,67,1,201.5618
11780,196.3333,1.5464,1.8366,92.3176,0,2356,67,1,201.5464
11790,196.5000,1.5310,1.8212,92.5852,0,2358,67,1,201.5310
11800,196.6667,1.5156,1.8058,92.8527,0,2360,67,1,201.5156
11810,196.8333,1.5001,1.7903,93.1204,0,2362,67,1,201.5001
11820,197.0000,1.4845,1.7747,93.3880,0,2364,67,1,201.4845
11830,197.1667,1.4689,1.7591,93.6557,0,2366,67,1,201.4689
11840,197.3333,1.4533,1.7435,93.9234,0,2368,67,1,201.4533
11850,197.5000,1.4376,1.7278,94.1912,0,2370,67,1,201.4376
11860,197.6667,1.4219,1.7121,94.4591,0,2372,67,1,201.4219
11870,197.8333,1.4061,1.6963,94.7269,0,2374,67,1,201.4061
11880,198.0000,1.3903,1.6805,94.9948,0,2376,67,1,201.3903
11890,198.1667,1.3745,1.6647,95.2628,0,2378,67,1,201.3745
11900,198.3333,1.3586,1.6488,95.5308,0,2380,67,1,201.3586
11910,198.5000,1.3426,1.6328,95.7988,0,2382,67,1,201.3426
11920,198.6667,1.3267,1.6168,96.0669,0,2384,67,1,201.3267
11930,198.8333,1.3106,1.6008,96.3350,0,2386,67,1,201.3106
11940,199.0000,1.2945,1.5847,96.6032,0,2388,67,1,201.2945
11950,199.1667,1.2784,1.5686,96.8714,0,2390,67,1,201.2784
11960,199.3333,1.2622,1.5524,97.1396,0,2392,67,1,201.2622
11970,199.5000,1.2460,1.5362,97.4079,0,2394,67,1,201.2460
11980,199.6667,1.2298,1.5200,97.6762,0,2396,67,1,201.2298
11990,199.8333,1.2135,1.5037,97.9446,0,2398,67,1,201.2135
12000,200.0000,1.1971,1.4873,98.2130,0,2400,67,1,201.1971
12010,200.1667,1.1807,1.4709,98.4815,0,2402,67,1,201.1807
12020,200.3333,1.1643,1.4545,98.7500,0,2404,67,1,201.1643
12030,200.5000,1.1478,1.4380,99.0186,0,2406,67,1,201.1478
12040,200.6667,1.1313,1.4215,99.2872,0,2408,67,1,201.1313
12050,200.8333,1.1147,1.4049,99.5558,0,2410,67,1,201.1147
12060,201.0000,1.0981,1.3883,99.8245,0,2412,67,1,201.0981
12070,201.1667,1.0815,1.3717,100.0932,0,2414,67,1,201.0815
12080,201.3333,1.0647,1.3549,100.3620,0,2416,67,1,201.0647
12090,201.5000,1.0480,1.3382,100.6308,0,2418,67,1,201.0480
12100,201.6667,1.0312,1.3214,100.8997,0,2420,67,1,201.0312
12110,201.8333,1.0144,1.3046,101.1686,0,2422,67,1,201.0144
